GeoFIPS	GeoName	Region	TableName	LineCode	IndustryClassification	Description	Unit	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
" ""37000"""	North Carolina	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	32690625	31231371	30662668	31190700	31542262	32133216	32975377	32097132	28669242	28818732	29380447	30198650	30963025	32300322	33605959	33802633	34884273	36102872	37103441
" ""37001"""	Alamance, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	632953	609662	601738	601781	597313	594491	577677	555926	445907	457336	469107	501558	488272	507381	529979	555498	565004	589188	609979
" ""37003"""	Alexander, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	179656	174157	176103	182904	176954	181386	184345	172809	133563	133801	134899	139748	143974	158086	161973	166874	173551	179670	183287
" ""37005"""	Alleghany, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	38447	33968	24192	21081	25836	26478	25345	22466	19531	20622	19472	19709	20071	23154	23433	25493	27418	28941	31923
" ""37007"""	Anson, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	79625	75396	67788	73349	75390	67390	67702	71453	59693	69030	71644	74976	70476	77308	79287	76662	76289	80436	85041
" ""37009"""	Ashe, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	80618	85999	81256	83162	82552	79552	79170	76305	64636	64594	54941	55674	52095	46737	38270	40166	44624	45465	47202
" ""37011"""	Avery, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	10544	9223	9163	9526	9821	8856	9770	(D)	6114	4907	4496	4686	4979	5304	4619	3397	3693	3600	5296
" ""37013"""	Beaufort, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	172231	164086	167988	179112	181537	186473	191533	197293	198651	201305	218059	215403	192686	199336	194093	202054	199998	191993	185593
" ""37015"""	Bertie, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	69853	75184	(D)	(D)	(D)	(D)	79752	82771	84304	80040	74850	75976	76260	86804	91029	(D)	(D)	(D)	(D)
" ""37017"""	Bladen, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	191986	192734	197695	189389	195458	208083	229028	221030	232518	239424	229497	244713	244924	264048	283708	297543	307362	314266	325514
" ""37019"""	Brunswick, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	122543	66272	64020	72268	79715	86167	84131	85991	66649	63145	66315	70032	74266	79983	82091	84076	98786	105033	108014
" ""37021"""	Buncombe, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	664383	644599	677060	684087	676882	693093	711002	709692	681873	674864	661773	696005	699489	750423	812719	827149	852417	906683	980958
" ""37023"""	Burke, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	454784	458871	451560	474388	462770	446685	436919	410497	335352	356946	376041	403743	417159	439434	444206	426495	424062	432930	444310
" ""37025"""	Cabarrus, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	637322	656824	551951	501124	532059	564844	552575	515528	423063	347379	281704	296536	305411	322235	349997	387205	385672	400285	422452
" ""37027"""	Caldwell, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	482821	442865	429207	419003	381346	348127	306126	287233	241781	240527	245559	248808	249837	264758	291786	320102	353027	429698	411129
" ""37029"""	Camden, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	3100	2965	3045	4671	4638	5838	6877	1577	1681	1960	2242	2199	1493	1391	2850	3019	3144	2304	1980
" ""37031"""	Carteret, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	48758	50964	53412	55994	54508	56216	49659	47976	38546	39843	41941	42724	43104	48102	50433	52334	55510	55536	54348
" ""37033"""	Caswell, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	16006	15818	16745	14691	12880	12081	13039	12254	10942	9251	11408	13799	14723	16868	15061	13607	14574	14313	12884
" ""37035"""	Catawba, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	1544889	1373160	1265722	1311407	1317296	1353630	1360612	1297369	1046109	1086086	1108008	1128824	1172847	1250082	1356960	1412023	1515279	1561312	1583301
" ""37037"""	Chatham, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	216888	216109	214744	237469	228794	231966	208582	205958	157397	159338	146933	132290	126643	124777	112284	107251	100218	93559	94752
" ""37039"""	Cherokee, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	67520	55028	48050	51210	60762	50021	41632	38054	32186	32343	32281	34356	35454	38002	42334	39588	43859	44073	44046
" ""37041"""	Chowan, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	43759	38622	42387	42552	46673	45348	33800	24721	18009	18430	21862	20458	20793	22997	22268	22909	25727	30145	33033
" ""37043"""	Clay, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	3256	4135	(D)	6120	5796	5142	5826	5123	(D)	(D)	3582	2983	(D)	(D)	(D)	(D)	(D)	(D)	(D)
" ""37045"""	Cleveland, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	465684	440310	430003	433961	422297	407699	404425	389956	309072	307487	375000	398722	397305	433931	449687	441188	455638	481828	535471
" ""37047"""	Columbus, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	156249	155161	155103	154687	159199	152291	147988	148437	133101	136917	135560	136472	146798	151273	142654	147148	134965	140938	144350
" ""37049"""	Craven, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	208532	207062	210706	238910	259564	267091	283988	242629	202282	196046	202405	220358	211648	224213	245036	259505	271161	278743	280490
" ""37051"""	Cumberland, NC	5.0	CAINC6N	500.0	31-33	   Manufacturing	Thousands of dollars	552212	542045	518141	519639	524003	473685	512090	530598	534953	522111	502221	492627	491460	493551	478352	477218	475528	497265	524896
